Model_name,Input_shape,nb_layers,nb_conv,nb_bn,nb_fc,nb_pooling,sum_activations,weighted_sum_neurons,fc_multiply,params_conv,params_bn,params_fc,flatten,avg_pooling
ResNet-44,"(1, 32, 32, 3)",156,45,43,1,1,1469578,97697792,640,659008,6336,650,1,0
ResNet-44,"(1, 56, 56, 3)",156,45,43,1,1,4500298,299199488,640,659008,6336,650,1,0
ResNet-44,"(1, 64, 64, 3)",156,45,43,1,1,5878282,390791168,2560,659008,6336,2570,1,0
ResNet-44,"(1, 75, 75, 3)",156,45,43,1,1,8162997,546140720,2560,659008,6336,2570,1,0
ResNet-44,"(1, 112, 112, 3)",156,45,43,1,1,18001802,1196797952,5760,659008,6336,5770,1,0
ResNet-44,"(1, 128, 128, 3)",156,45,43,1,1,23513098,1563164672,10240,659008,6336,10250,1,0
ResNet-44,"(1, 150, 150, 3)",156,45,43,1,1,32410358,2165621440,10240,659008,6336,10250,1,0
ResNet-44,"(1, 224, 224, 3)",156,45,43,1,1,72008842,4787191808,31360,659008,6336,31370,1,0
ResNet-44,"(1, 240, 240, 3)",156,45,43,1,1,82662282,5495500800,31360,659008,6336,31370,1,0
ResNet-44,"(1, 256, 256, 3)",156,45,43,1,1,94052362,6252658688,40960,659008,6336,40970,1,0
ResNet-44,"(1, 299, 299, 3)",156,45,43,1,1,128660213,8567139888,51840,659008,6336,51850,1,0
ResNet-44,"(1, 320, 320, 3)",156,45,43,1,1,146956810,9769779200,64000,659008,6336,64010,1,0
ResNet-44,"(1, 331, 331, 3)",156,45,43,1,1,157630645,10494579248,64000,659008,6336,64010,1,0
ResNet-44,"(1, 448, 448, 3)",156,45,43,1,1,288035338,19148767232,125440,659008,6336,125450,1,0
ResNet-44,"(1, 480, 480, 3)",156,45,43,1,1,330652810,21982003200,144000,659008,6336,144010,1,0
ResNet-44,"(1, 568, 568, 3)",156,45,43,1,1,463002442,30780910592,184960,659008,6336,184970,1,0
ResNet-44,"(1, 600, 600, 3)",156,45,43,1,1,516641482,34346880000,207360,659008,6336,207370,1,0
ResNet-44,"(1, 800, 800, 3)",156,45,43,1,1,918480010,61061120000,400000,659008,6336,400010,1,0
ResNet-44,"(1, 896, 896, 3)",156,45,43,1,1,1152141322,76595068928,501760,659008,6336,501770,1,0
ResNet-44,"(1, 1024, 1024, 3)",156,45,43,1,1,1504837642,100042539008,655360,659008,6336,655370,1,0
ResNet-44,"(1, 1200, 1200, 3)",156,45,43,1,1,2066575242,137387520000,876160,659008,6336,876170,1,0
ResNet-44,"(1, 1600, 1600, 3)",156,45,43,1,1,3673920010,244244480000,1600000,659008,6336,1600010,1,0
ResNet-44,"(1, 1792, 1792, 3)",156,45,43,1,1,4608565258,306380275712,2007040,659008,6336,2007050,1,0
ResNet-44,"(1, 2400, 2400, 3)",156,45,43,1,1,8266320010,549550080000,3600000,659008,6336,3600010,1,0
ResNet-56,"(1, 32, 32, 3)",198,57,55,1,1,1870986,126009344,640,852992,8128,650,1,0
ResNet-56,"(1, 56, 56, 3)",198,57,55,1,1,5729610,385903616,640,852992,8128,650,1,0
ResNet-56,"(1, 64, 64, 3)",198,57,55,1,1,7483914,504037376,2560,852992,8128,2570,1,0
ResNet-56,"(1, 75, 75, 3)",198,57,55,1,1,10393365,704443952,2560,852992,8128,2570,1,0
ResNet-56,"(1, 112, 112, 3)",198,57,55,1,1,22919050,1543614464,5760,852992,8128,5770,1,0
ResNet-56,"(1, 128, 128, 3)",198,57,55,1,1,29935626,2016149504,10240,852992,8128,10250,1,0
ResNet-56,"(1, 150, 150, 3)",198,57,55,1,1,41264182,2793267904,10240,852992,8128,10250,1,0
ResNet-56,"(1, 224, 224, 3)",198,57,55,1,1,91677834,6174457856,31360,852992,8128,31370,1,0
ResNet-56,"(1, 240, 240, 3)",198,57,55,1,1,105241482,7088025600,31360,852992,8128,31370,1,0
ResNet-56,"(1, 256, 256, 3)",198,57,55,1,1,119742474,8064598016,40960,852992,8128,40970,1,0
ResNet-56,"(1, 299, 299, 3)",198,57,55,1,1,163806037,11049939504,51840,852992,8128,51850,1,0
ResNet-56,"(1, 320, 320, 3)",198,57,55,1,1,187097610,12600934400,64000,852992,8128,64010,1,0
ResNet-56,"(1, 331, 331, 3)",198,57,55,1,1,200689941,13535942192,64000,852992,8128,64010,1,0
ResNet-56,"(1, 448, 448, 3)",198,57,55,1,1,366711306,24697831424,125440,852992,8128,125450,1,0
ResNet-56,"(1, 480, 480, 3)",198,57,55,1,1,420969610,28352102400,144000,852992,8128,144010,1,0
ResNet-56,"(1, 568, 568, 3)",198,57,55,1,1,589471050,39700818944,184960,852992,8128,184970,1,0
ResNet-56,"(1, 600, 600, 3)",198,57,55,1,1,657761482,44300160000,207360,852992,8128,207370,1,0
ResNet-56,"(1, 800, 800, 3)",198,57,55,1,1,1169360010,78755840000,400000,852992,8128,400010,1,0
ResNet-56,"(1, 896, 896, 3)",198,57,55,1,1,1466845194,98791325696,501760,852992,8128,501770,1,0
ResNet-56,"(1, 1024, 1024, 3)",198,57,55,1,1,1915879434,129033568256,655360,852992,8128,655370,1,0
ResNet-56,"(1, 1200, 1200, 3)",198,57,55,1,1,2631055242,177200640000,876160,852992,8128,876170,1,0
ResNet-56,"(1, 1600, 1600, 3)",198,57,55,1,1,4677440010,315023360000,1600000,852992,8128,1600010,1,0
ResNet-56,"(1, 1792, 1792, 3)",198,57,55,1,1,5867380746,395165302784,2007040,852992,8128,2007050,1,0
ResNet-56,"(1, 2400, 2400, 3)",198,57,55,1,1,10524240010,708802560000,3600000,852992,8128,3600010,1,0
ResNet-110,"(1, 32, 32, 3)",387,111,109,1,1,3677322,253411328,640,1725920,16192,650,1,0
ResNet-110,"(1, 56, 56, 3)",387,111,109,1,1,11261514,776072192,640,1725920,16192,650,1,0
ResNet-110,"(1, 64, 64, 3)",387,111,109,1,1,14709258,1013645312,2560,1725920,16192,2570,1,0
ResNet-110,"(1, 75, 75, 3)",387,111,109,1,1,20430021,1416808496,2560,1725920,16192,2570,1,0
ResNet-110,"(1, 112, 112, 3)",387,111,109,1,1,45046666,3104288768,5760,1725920,16192,5770,1,0
ResNet-110,"(1, 128, 128, 3)",387,111,109,1,1,58837002,4054581248,10240,1725920,16192,10250,1,0
ResNet-110,"(1, 150, 150, 3)",387,111,109,1,1,81106390,5617676992,10240,1725920,16192,10250,1,0
ResNet-110,"(1, 224, 224, 3)",387,111,109,1,1,180188298,12417155072,31360,1725920,16192,31370,1,0
ResNet-110,"(1, 240, 240, 3)",387,111,109,1,1,206847882,14254387200,31360,1725920,16192,31370,1,0
ResNet-110,"(1, 256, 256, 3)",387,111,109,1,1,235347978,16218324992,40960,1725920,16192,40970,1,0
ResNet-110,"(1, 299, 299, 3)",387,111,109,1,1,321962245,22222537776,51840,1725920,16192,51850,1,0
ResNet-110,"(1, 320, 320, 3)",387,111,109,1,1,367731210,25341132800,64000,1725920,16192,64010,1,0
ResNet-110,"(1, 331, 331, 3)",387,111,109,1,1,394456773,27222075440,64000,1725920,16192,64010,1,0
ResNet-110,"(1, 448, 448, 3)",387,111,109,1,1,720753162,49668620288,125440,1725920,16192,125450,1,0
ResNet-110,"(1, 480, 480, 3)",387,111,109,1,1,827395210,57017548800,144000,1725920,16192,144010,1,0
ResNet-110,"(1, 568, 568, 3)",387,111,109,1,1,1158579786,79840406528,184960,1725920,16192,184970,1,0
ResNet-110,"(1, 600, 600, 3)",387,111,109,1,1,1292801482,89089920000,207360,1725920,16192,207370,1,0
ResNet-110,"(1, 800, 800, 3)",387,111,109,1,1,2298320010,158382080000,400000,1725920,16192,400010,1,0
ResNet-110,"(1, 896, 896, 3)",387,111,109,1,1,2883012618,198674481152,501760,1725920,16192,501770,1,0
ResNet-110,"(1, 1024, 1024, 3)",387,111,109,1,1,3765567498,259493199872,655360,1725920,16192,655370,1,0
ResNet-110,"(1, 1200, 1200, 3)",387,111,109,1,1,5171215242,356359680000,876160,1725920,16192,876170,1,0
ResNet-110,"(1, 1600, 1600, 3)",387,111,109,1,1,9193280010,633528320000,1600000,1725920,16192,1600010,1,0
ResNet-110,"(1, 1792, 1792, 3)",387,111,109,1,1,11532050442,794697924608,2007040,1725920,16192,2007050,1,0
ResNet-110,"(1, 2400, 2400, 3)",387,111,109,1,1,20684880010,1425438720000,3600000,1725920,16192,3600010,1,0
ResNet-164,"(1, 32, 32, 3)",576,165,163,1,1,5483658,380813312,640,2598848,24256,650,1,0
ResNet-164,"(1, 56, 56, 3)",576,165,163,1,1,16793418,1166240768,640,2598848,24256,650,1,0
ResNet-164,"(1, 64, 64, 3)",576,165,163,1,1,21934602,1523253248,2560,2598848,24256,2570,1,0
ResNet-164,"(1, 75, 75, 3)",576,165,163,1,1,30466677,2129173040,2560,2598848,24256,2570,1,0
ResNet-164,"(1, 112, 112, 3)",576,165,163,1,1,67174282,4664963072,5760,2598848,24256,5770,1,0
ResNet-164,"(1, 128, 128, 3)",576,165,163,1,1,87738378,6093012992,10240,2598848,24256,10250,1,0
ResNet-164,"(1, 150, 150, 3)",576,165,163,1,1,120948598,8442086080,10240,2598848,24256,10250,1,0
ResNet-164,"(1, 224, 224, 3)",576,165,163,1,1,268698762,18659852288,31360,2598848,24256,31370,1,0
ResNet-164,"(1, 240, 240, 3)",576,165,163,1,1,308454282,21420748800,31360,2598848,24256,31370,1,0
ResNet-164,"(1, 256, 256, 3)",576,165,163,1,1,350953482,24372051968,40960,2598848,24256,40970,1,0
ResNet-164,"(1, 299, 299, 3)",576,165,163,1,1,480118453,33395136048,51840,2598848,24256,51850,1,0
ResNet-164,"(1, 320, 320, 3)",576,165,163,1,1,548364810,38081331200,64000,2598848,24256,64010,1,0
ResNet-164,"(1, 331, 331, 3)",576,165,163,1,1,588223605,40908208688,64000,2598848,24256,64010,1,0
ResNet-164,"(1, 448, 448, 3)",576,165,163,1,1,1074795018,74639409152,125440,2598848,24256,125450,1,0
ResNet-164,"(1, 480, 480, 3)",576,165,163,1,1,1233820810,85682995200,144000,2598848,24256,144010,1,0
ResNet-164,"(1, 568, 568, 3)",576,165,163,1,1,1727688522,119979994112,184960,2598848,24256,184970,1,0
ResNet-164,"(1, 600, 600, 3)",576,165,163,1,1,1927841482,133879680000,207360,2598848,24256,207370,1,0
ResNet-164,"(1, 800, 800, 3)",576,165,163,1,1,3427280010,238008320000,400000,2598848,24256,400010,1,0
ResNet-164,"(1, 896, 896, 3)",576,165,163,1,1,4299180042,298557636608,501760,2598848,24256,501770,1,0
ResNet-164,"(1, 1024, 1024, 3)",576,165,163,1,1,5615255562,389952831488,655360,2598848,24256,655370,1,0
ResNet-164,"(1, 1200, 1200, 3)",576,165,163,1,1,7711375242,535518720000,876160,2598848,24256,876170,1,0
ResNet-164,"(1, 1600, 1600, 3)",576,165,163,1,1,13709120010,952033280000,1600000,2598848,24256,1600010,1,0
ResNet-164,"(1, 1792, 1792, 3)",576,165,163,1,1,17196720138,1194230546432,2007040,2598848,24256,2007050,1,0
ResNet-164,"(1, 2400, 2400, 3)",576,165,163,1,1,30845520010,2142074880000,3600000,2598848,24256,3600010,1,0
ResNet-200,"(1, 32, 32, 3)",702,201,199,1,1,6687882,465747968,640,3180800,29632,650,1,0
ResNet-200,"(1, 56, 56, 3)",702,201,199,1,1,20481354,1426353152,640,3180800,29632,650,1,0
ResNet-200,"(1, 64, 64, 3)",702,201,199,1,1,26751498,1862991872,2560,3180800,29632,2570,1,0
ResNet-200,"(1, 75, 75, 3)",702,201,199,1,1,37157781,2604082736,2560,3180800,29632,2570,1,0
ResNet-200,"(1, 112, 112, 3)",702,201,199,1,1,81926026,5705412608,5760,3180800,29632,5770,1,0
ResNet-200,"(1, 128, 128, 3)",702,201,199,1,1,107005962,7451967488,10240,3180800,29632,10250,1,0
ResNet-200,"(1, 150, 150, 3)",702,201,199,1,1,147510070,10325025472,10240,3180800,29632,10250,1,0
ResNet-200,"(1, 224, 224, 3)",702,201,199,1,1,327705738,22821650432,31360,3180800,29632,31370,1,0
ResNet-200,"(1, 240, 240, 3)",702,201,199,1,1,376191882,26198323200,31360,3180800,29632,31370,1,0
ResNet-200,"(1, 256, 256, 3)",702,201,199,1,1,428023818,29807869952,40960,3180800,29632,40970,1,0
ResNet-200,"(1, 299, 299, 3)",702,201,199,1,1,585555925,40843534896,51840,3180800,29632,51850,1,0
ResNet-200,"(1, 320, 320, 3)",702,201,199,1,1,668787210,46574796800,64000,3180800,29632,64010,1,0
ResNet-200,"(1, 331, 331, 3)",702,201,199,1,1,717401493,50032297520,64000,3180800,29632,64010,1,0
ResNet-200,"(1, 448, 448, 3)",702,201,199,1,1,1310822922,91286601728,125440,3180800,29632,125450,1,0
ResNet-200,"(1, 480, 480, 3)",702,201,199,1,1,1504771210,104793292800,144000,3180800,29632,144010,1,0
ResNet-200,"(1, 568, 568, 3)",702,201,199,1,1,2107094346,146739719168,184960,3180800,29632,184970,1,0
ResNet-200,"(1, 600, 600, 3)",702,201,199,1,1,2351201482,163739520000,207360,3180800,29632,207370,1,0
ResNet-200,"(1, 800, 800, 3)",702,201,199,1,1,4179920010,291092480000,400000,3180800,29632,400010,1,0
ResNet-200,"(1, 896, 896, 3)",702,201,199,1,1,5243291658,365146406912,501760,3180800,29632,501770,1,0
ResNet-200,"(1, 1024, 1024, 3)",702,201,199,1,1,6848380938,476925919232,655360,3180800,29632,655370,1,0
ResNet-200,"(1, 1200, 1200, 3)",702,201,199,1,1,9404815242,654958080000,876160,3180800,29632,876170,1,0
ResNet-200,"(1, 1600, 1600, 3)",702,201,199,1,1,16719680010,1164369920000,1600000,3180800,29632,1600010,1,0
ResNet-200,"(1, 1792, 1792, 3)",702,201,199,1,1,20973166602,1460585627648,2007040,3180800,29632,2007050,1,0
ResNet-200,"(1, 2400, 2400, 3)",702,201,199,1,1,37619280010,2619832320000,3600000,3180800,29632,3600010,1,0
ResNet-20V2,"(1, 32, 32, 3)",70,22,19,1,1,1576458,73580544,2560,564544,6976,2570,1,0
ResNet-20V2,"(1, 56, 56, 3)",70,22,19,1,1,4826826,225340416,2560,564544,6976,2570,1,0
ResNet-20V2,"(1, 64, 64, 3)",70,22,19,1,1,6305802,294322176,10240,564544,6976,10250,1,0
ResNet-20V2,"(1, 75, 75, 3)",70,22,19,1,1,8767653,413158192,10240,564544,6976,10250,1,0
ResNet-20V2,"(1, 112, 112, 3)",70,22,19,1,1,19309834,901361664,23040,564544,6976,23050,1,0
ResNet-20V2,"(1, 128, 128, 3)",70,22,19,1,1,25223178,1177288704,40960,564544,6976,40970,1,0
ResNet-20V2,"(1, 150, 150, 3)",70,22,19,1,1,34780662,1634696384,40960,564544,6976,40970,1,0
ResNet-20V2,"(1, 224, 224, 3)",70,22,19,1,1,77245962,3605446656,125440,564544,6976,125450,1,0
ResNet-20V2,"(1, 240, 240, 3)",70,22,19,1,1,88671498,4138905600,125440,564544,6976,125450,1,0
ResNet-20V2,"(1, 256, 256, 3)",70,22,19,1,1,100892682,4709154816,163840,564544,6976,163850,1,0
ResNet-20V2,"(1, 299, 299, 3)",70,22,19,1,1,138060901,6459574064,207360,564544,6976,207370,1,0
ResNet-20V2,"(1, 320, 320, 3)",70,22,19,1,1,157644810,7358054400,256000,564544,6976,256010,1,0
ResNet-20V2,"(1, 331, 331, 3)",70,22,19,1,1,169142949,7911992112,256000,564544,6976,256010,1,0
ResNet-20V2,"(1, 448, 448, 3)",70,22,19,1,1,308983818,14421786624,501760,564544,6976,501770,1,0
ResNet-20V2,"(1, 480, 480, 3)",70,22,19,1,1,354700810,16555622400,576000,564544,6976,576010,1,0
ResNet-20V2,"(1, 568, 568, 3)",70,22,19,1,1,496666314,23182470144,739840,564544,6976,739850,1,0
ResNet-20V2,"(1, 600, 600, 3)",70,22,19,1,1,554205898,25868160000,829440,564544,6976,829450,1,0
ResNet-20V2,"(1, 800, 800, 3)",70,22,19,1,1,985280010,45987840000,1600000,564544,6976,1600010,1,0
ResNet-20V2,"(1, 896, 896, 3)",70,22,19,1,1,1235935242,57687146496,2007040,564544,6976,2007050,1,0
ResNet-20V2,"(1, 1024, 1024, 3)",70,22,19,1,1,1614282762,75346477056,2621440,564544,6976,2621450,1,0
ResNet-20V2,"(1, 1200, 1200, 3)",70,22,19,1,1,2216860938,103472640000,3504640,564544,6976,3504650,1,0
ResNet-20V2,"(1, 1600, 1600, 3)",70,22,19,1,1,3941120010,183951360000,6400000,564544,6976,6400010,1,0
ResNet-20V2,"(1, 1792, 1792, 3)",70,22,19,1,1,4943740938,230748585984,8028160,564544,6976,8028170,1,0
ResNet-20V2,"(1, 2400, 2400, 3)",70,22,19,1,1,8867520010,413890560000,14400000,564544,6976,14400010,1,0
ResNet-38V2,"(1, 32, 32, 3)",130,40,37,1,1,2985482,137019392,2560,1107456,13888,2570,1,0
ResNet-38V2,"(1, 56, 56, 3)",130,40,37,1,1,9141962,419621888,2560,1107456,13888,2570,1,0
ResNet-38V2,"(1, 64, 64, 3)",130,40,37,1,1,11941898,548077568,10240,1107456,13888,10250,1,0
ResNet-38V2,"(1, 75, 75, 3)",130,40,37,1,1,16609125,769678640,10240,1107456,13888,10250,1,0
ResNet-38V2,"(1, 112, 112, 3)",130,40,37,1,1,36570378,1678487552,23040,1107456,13888,23050,1,0
ResNet-38V2,"(1, 128, 128, 3)",130,40,37,1,1,47767562,2192310272,40960,1107456,13888,40970,1,0
ResNet-38V2,"(1, 150, 150, 3)",130,40,37,1,1,65875958,3044697280,40960,1107456,13888,40970,1,0
ResNet-38V2,"(1, 224, 224, 3)",130,40,37,1,1,146288138,6713950208,125440,1107456,13888,125450,1,0
ResNet-38V2,"(1, 240, 240, 3)",130,40,37,1,1,167929098,7707340800,125440,1107456,13888,125450,1,0
ResNet-38V2,"(1, 256, 256, 3)",130,40,37,1,1,191070218,8769241088,163840,1107456,13888,163850,1,0
ResNet-38V2,"(1, 299, 299, 3)",130,40,37,1,1,261479205,12030040368,207360,1107456,13888,207370,1,0
ResNet-38V2,"(1, 320, 320, 3)",130,40,37,1,1,298547210,13701939200,256000,1107456,13888,256010,1,0
ResNet-38V2,"(1, 331, 331, 3)",130,40,37,1,1,320344421,14734818608,256000,1107456,13888,256010,1,0
ResNet-38V2,"(1, 448, 448, 3)",130,40,37,1,1,585152522,26855800832,501760,1107456,13888,501770,1,0
ResNet-38V2,"(1, 480, 480, 3)",130,40,37,1,1,671731210,30829363200,576000,1107456,13888,576010,1,0
ResNet-38V2,"(1, 568, 568, 3)",130,40,37,1,1,940596938,43169672192,739840,1107456,13888,739850,1,0
ResNet-38V2,"(1, 600, 600, 3)",130,40,37,1,1,1049565898,48170880000,829440,1107456,13888,829450,1,0
ResNet-38V2,"(1, 800, 800, 3)",130,40,37,1,1,1865920010,85637120000,1600000,1107456,13888,1600010,1,0
ResNet-38V2,"(1, 896, 896, 3)",130,40,37,1,1,2340610058,107423203328,2007040,1107456,13888,2007050,1,0
ResNet-38V2,"(1, 1024, 1024, 3)",130,40,37,1,1,3057123338,140307857408,2621440,1107456,13888,2621450,1,0
ResNet-38V2,"(1, 1200, 1200, 3)",130,40,37,1,1,4198300938,192683520000,3504640,1107456,13888,3504650,1,0
ResNet-38V2,"(1, 1600, 1600, 3)",130,40,37,1,1,7463680010,342548480000,6400000,1107456,13888,6400010,1,0
ResNet-38V2,"(1, 1792, 1792, 3)",130,40,37,1,1,9362440202,429692813312,8028160,1107456,13888,8028170,1,0
ResNet-38V2,"(1, 2400, 2400, 3)",130,40,37,1,1,16793280010,770734080000,14400000,1107456,13888,14400010,1,0
ResNet-47V2,"(1, 32, 32, 3)",160,49,46,1,1,3689994,168738816,2560,1378912,17344,2570,1,0
ResNet-47V2,"(1, 56, 56, 3)",160,49,46,1,1,11299530,516762624,2560,1378912,17344,2570,1,0
ResNet-47V2,"(1, 64, 64, 3)",160,49,46,1,1,14759946,674955264,10240,1378912,17344,10250,1,0
ResNet-47V2,"(1, 75, 75, 3)",160,49,46,1,1,20529861,947938864,10240,1378912,17344,10250,1,0
ResNet-47V2,"(1, 112, 112, 3)",160,49,46,1,1,45200650,2067050496,23040,1378912,17344,23050,1,0
ResNet-47V2,"(1, 128, 128, 3)",160,49,46,1,1,59039754,2699821056,40960,1378912,17344,40970,1,0
ResNet-47V2,"(1, 150, 150, 3)",160,49,46,1,1,81423606,3749697728,40960,1378912,17344,40970,1,0
ResNet-47V2,"(1, 224, 224, 3)",160,49,46,1,1,180809226,8268201984,125440,1378912,17344,125450,1,0
ResNet-47V2,"(1, 240, 240, 3)",160,49,46,1,1,207557898,9491558400,125440,1378912,17344,125450,1,0
ResNet-47V2,"(1, 256, 256, 3)",160,49,46,1,1,236158986,10799284224,163840,1378912,17344,163850,1,0
ResNet-47V2,"(1, 299, 299, 3)",160,49,46,1,1,323188357,14815273520,207360,1378912,17344,207370,1,0
ResNet-47V2,"(1, 320, 320, 3)",160,49,46,1,1,368998410,16873881600,256000,1378912,17344,256010,1,0
ResNet-47V2,"(1, 331, 331, 3)",160,49,46,1,1,395945157,18146231856,256000,1378912,17344,256010,1,0
ResNet-47V2,"(1, 448, 448, 3)",160,49,46,1,1,723236874,33072807936,501760,1378912,17344,501770,1,0
ResNet-47V2,"(1, 480, 480, 3)",160,49,46,1,1,830246410,37966233600,576000,1378912,17344,576010,1,0
ResNet-47V2,"(1, 568, 568, 3)",160,49,46,1,1,1162562250,53163273216,739840,1378912,17344,739850,1,0
ResNet-47V2,"(1, 600, 600, 3)",160,49,46,1,1,1297245898,59322240000,829440,1378912,17344,829450,1,0
ResNet-47V2,"(1, 800, 800, 3)",160,49,46,1,1,2306240010,105461760000,1600000,1378912,17344,1600010,1,0
ResNet-47V2,"(1, 896, 896, 3)",160,49,46,1,1,2892947466,132291231744,2007040,1378912,17344,2007050,1,0
ResNet-47V2,"(1, 1024, 1024, 3)",160,49,46,1,1,3778543626,172788547584,2621440,1378912,17344,2621450,1,0
ResNet-47V2,"(1, 1200, 1200, 3)",160,49,46,1,1,5189020938,237288960000,3504640,1378912,17344,3504650,1,0
ResNet-47V2,"(1, 1600, 1600, 3)",160,49,46,1,1,9224960010,421847040000,6400000,1378912,17344,6400010,1,0
ResNet-47V2,"(1, 1792, 1792, 3)",160,49,46,1,1,11571789834,529164926976,8028160,1378912,17344,8028170,1,0
ResNet-47V2,"(1, 2400, 2400, 3)",160,49,46,1,1,20756160010,949155840000,14400000,1378912,17344,14400010,1,0
ResNet-56V2,"(1, 32, 32, 3)",190,58,55,1,1,4394506,200458240,2560,1650368,20800,2570,1,0
ResNet-56V2,"(1, 56, 56, 3)",190,58,55,1,1,13457098,613903360,2560,1650368,20800,2570,1,0
ResNet-56V2,"(1, 64, 64, 3)",190,58,55,1,1,17577994,801832960,10240,1650368,20800,10250,1,0
ResNet-56V2,"(1, 75, 75, 3)",190,58,55,1,1,24450597,1126199088,10240,1650368,20800,10250,1,0
ResNet-56V2,"(1, 112, 112, 3)",190,58,55,1,1,53830922,2455613440,23040,1650368,20800,23050,1,0
ResNet-56V2,"(1, 128, 128, 3)",190,58,55,1,1,70311946,3207331840,40960,1650368,20800,40970,1,0
ResNet-56V2,"(1, 150, 150, 3)",190,58,55,1,1,96971254,4454698176,40960,1650368,20800,40970,1,0
ResNet-56V2,"(1, 224, 224, 3)",190,58,55,1,1,215330314,9822453760,125440,1650368,20800,125450,1,0
ResNet-56V2,"(1, 240, 240, 3)",190,58,55,1,1,247186698,11275776000,125440,1650368,20800,125450,1,0
ResNet-56V2,"(1, 256, 256, 3)",190,58,55,1,1,281247754,12829327360,163840,1650368,20800,163850,1,0
ResNet-56V2,"(1, 299, 299, 3)",190,58,55,1,1,384897509,17600506672,207360,1650368,20800,207370,1,0
ResNet-56V2,"(1, 320, 320, 3)",190,58,55,1,1,439449610,20045824000,256000,1650368,20800,256010,1,0
ResNet-56V2,"(1, 331, 331, 3)",190,58,55,1,1,471545893,21557645104,256000,1650368,20800,256010,1,0
ResNet-56V2,"(1, 448, 448, 3)",190,58,55,1,1,861321226,39289815040,501760,1650368,20800,501770,1,0
ResNet-56V2,"(1, 480, 480, 3)",190,58,55,1,1,988761610,45103104000,576000,1650368,20800,576010,1,0
ResNet-56V2,"(1, 568, 568, 3)",190,58,55,1,1,1384527562,63156874240,739840,1650368,20800,739850,1,0
ResNet-56V2,"(1, 600, 600, 3)",190,58,55,1,1,1544925898,70473600000,829440,1650368,20800,829450,1,0
ResNet-56V2,"(1, 800, 800, 3)",190,58,55,1,1,2746560010,125286400000,1600000,1650368,20800,1600010,1,0
ResNet-56V2,"(1, 896, 896, 3)",190,58,55,1,1,3445284874,157159260160,2007040,1650368,20800,2007050,1,0
ResNet-56V2,"(1, 1024, 1024, 3)",190,58,55,1,1,4499963914,205269237760,2621440,1650368,20800,2621450,1,0
ResNet-56V2,"(1, 1200, 1200, 3)",190,58,55,1,1,6179740938,281894400000,3504640,1650368,20800,3504650,1,0
ResNet-56V2,"(1, 1600, 1600, 3)",190,58,55,1,1,10986240010,501145600000,6400000,1650368,20800,6400010,1,0
ResNet-56V2,"(1, 1792, 1792, 3)",190,58,55,1,1,13781139466,628637040640,8028160,1650368,20800,8028170,1,0
ResNet-56V2,"(1, 2400, 2400, 3)",190,58,55,1,1,24719040010,1127577600000,14400000,1650368,20800,14400010,1,0
ResNet-110V2,"(1, 32, 32, 3)",370,112,109,1,1,8621578,390774784,2560,3279104,41536,2570,1,0
ResNet-110V2,"(1, 56, 56, 3)",370,112,109,1,1,26402506,1196747776,2560,3279104,41536,2570,1,0
ResNet-110V2,"(1, 64, 64, 3)",370,112,109,1,1,34486282,1563099136,10240,3279104,41536,10250,1,0
ResNet-110V2,"(1, 75, 75, 3)",370,112,109,1,1,47975013,2195760432,10240,3279104,41536,10250,1,0
ResNet-110V2,"(1, 112, 112, 3)",370,112,109,1,1,105612554,4786991104,23040,3279104,41536,23050,1,0
ResNet-110V2,"(1, 128, 128, 3)",370,112,109,1,1,137945098,6252396544,40960,3279104,41536,40970,1,0
ResNet-110V2,"(1, 150, 150, 3)",370,112,109,1,1,190257142,8684700864,40960,3279104,41536,40970,1,0
ResNet-110V2,"(1, 224, 224, 3)",370,112,109,1,1,422456842,19147964416,125440,3279104,41536,125450,1,0
ResNet-110V2,"(1, 240, 240, 3)",370,112,109,1,1,484959498,21981081600,125440,3279104,41536,125450,1,0
ResNet-110V2,"(1, 256, 256, 3)",370,112,109,1,1,551780362,25009586176,163840,3279104,41536,163850,1,0
ResNet-110V2,"(1, 299, 299, 3)",370,112,109,1,1,755152421,34311905584,207360,3279104,41536,207370,1,0
ResNet-110V2,"(1, 320, 320, 3)",370,112,109,1,1,862156810,39077478400,256000,3279104,41536,256010,1,0
ResNet-110V2,"(1, 331, 331, 3)",370,112,109,1,1,925150309,42026124592,256000,3279104,41536,256010,1,0
ResNet-110V2,"(1, 448, 448, 3)",370,112,109,1,1,1689827338,76591857664,501760,3279104,41536,501770,1,0
ResNet-110V2,"(1, 480, 480, 3)",370,112,109,1,1,1939852810,87924326400,576000,3279104,41536,576010,1,0
ResNet-110V2,"(1, 568, 568, 3)",370,112,109,1,1,2716319434,123118480384,739840,3279104,41536,739850,1,0
ResNet-110V2,"(1, 600, 600, 3)",370,112,109,1,1,3031005898,137381760000,829440,3279104,41536,829450,1,0
ResNet-110V2,"(1, 800, 800, 3)",370,112,109,1,1,5388480010,244234240000,1600000,3279104,41536,1600010,1,0
ResNet-110V2,"(1, 896, 896, 3)",370,112,109,1,1,6759309322,306367430656,2007040,3279104,41536,2007050,1,0
ResNet-110V2,"(1, 1024, 1024, 3)",370,112,109,1,1,8828485642,400153378816,2621440,3279104,41536,2621450,1,0
ResNet-110V2,"(1, 1200, 1200, 3)",370,112,109,1,1,12124060938,549527040000,3504640,3279104,41536,3504650,1,0
